Name,Height,Weight,Nationality
22 A. Taoui,179,69,France
J. Janneh,178,72,Sierra Leone
22 D. Kyerewaa,175,68,Germany
H. Marcelin,197,82,France
22 M. Hosoya,177,69,Japan
Córdoba,181,73,Spain
S. Risch,178,68,Germany
Y. Voigt,176,70,Germany
Guille Bueno,178,73,Spain
22 L. Montano,191,81,Denmark
Y. Lagha,185,78,Algeria
21 F. Silvera,173,73,Uruguay
S. Tavora,169,67,India
22 N. Zeineddin,182,79,Argentina
M. Lowe,179,74,England
22 D. Mina,179,69,Colombia
21 P. Méndez,167,62,Peru
21 K. Masangu,185,75,Belgium
J. Hakiki,174,64,Republic of Ireland
22 T. Akumu Agay,184,80,Kenya
J. Headley,175,65,England
L. Colaco,177,64,India
22 M. Ñamandú,176,68,Paraguay
G. Altare,190,84,Italy
22 N. Doodeman,173,62,Netherlands
W. Evans,185,82,Wales
22 T. Kondo,172,64,Japan
21 Deng Dingxiang,182,69,China PR
Raúl Rubio,182,78,Spain
G. Kennedy,188,79,England
S. Fretes,167,61,Paraguay
22 M. Ouadah,175,73,France
20 S. Rosa,185,77,Italy
V. Coșereanu,187,81,Romania
K. Schlotterbeck,189,84,Germany
T. Cassandro,185,78,Italy
A. Papetti,186,84,Italy
G. Hernández,185,74,Argentina
22 N. Powder,178,69,Trinidad and Tobago
M. Neuer,193,93,Germany
D. Kreiker,185,74,Austria
S. Rabbi,180,73,Italy
P. Pfeiffer,196,91,Germany
S. Pabón,179,75,Venezuela
F. Genç,180,78,Turkey
A. Lunghi,182,71,Italy
J. Champness,189,80,New Zealand
22 F. Al Shammari,178,76,Saudi Arabia
22 R. Dinolis,176,87,Panama
D. Strelec,185,75,Slovakia
22 A. Abbas,180,75,Iraq
M. Biereth,187,78,Denmark
22 Choi Jung Won,186,83,Korea Republic
22 I. Sebaoui,180,74,Belgium
T. Bierschenk,181,79,Germany
21 K. Mashigo,175,64,South Africa
22 J. Chancellor,197,88,Venezuela
Víctor Chust,184,76,Spain
22 E. González,179,72,Uruguay
B. Paterson,178,66,Scotland
21 B. Oña,177,68,Ecuador
N. Marichal,184,78,Uruguay
22 M. Bagayoko,175,66,Côte d'Ivoire
M. Sánchez,175,65,Chile
V. Buhăcianu,182,70,Romania
22 S. Ayukawa,164,65,Japan
22 K. Chapelle,174,70,France
22 F. Díaz,184,66,Bolivia
21 C. Menacho,177,72,Bolivia
22 A. Spina,180,71,Argentina
T. Altıkardeş,188,75,Turkey
Wei Zhen,188,78,China PR
D. Pike,175,75,England
D. Savić,173,69,Serbia
22 Diogo Izata,178,73,Portugal
O. Ross,186,74,Denmark
H. Smolčić,185,80,Croatia
22 A. Abeddou,170,63,France
A. Mighten,172,70,England
22 R. Alves,175,66,Switzerland
Nazinho,179,75,Portugal
K. Dembélé,168,65,England
22 Y. Yashiki,165,62,Japan
20 V. Prado,171,66,Colombia
U. Ewolo,191,80,Cameroon
D. Seck,190,75,Senegal
J. Rodon,193,76,Wales
22 M. Cortave,190,86,Argentina
21 S. Al Qarni,174,68,Saudi Arabia
22 B. Ayala,175,75,Paraguay
S. Mosquera,180,77,Colombia
Rodrigo Henrique,178,72,Brazil
R. Kharchouch,192,75,Netherlands
B. Sánchez,175,70,Argentina
21 S. Xhaka,173,72,Albania
O. Zanzala,185,72,Congo
21 A. Sánchez,168,70,Peru
L. Richards,182,72,Republic of Ireland
21 J. Soto,172,64,Venezuela
22 J. Plada,173,68,Uruguay
T. Ángel,174,69,Colombia
S. Braem,186,76,Belgium
A. Araque,183,81,Venezuela
R. Tihi,185,85,Finland
Juanpe,190,80,Spain
22 S. Doldur,175,69,Switzerland
11 S. Zaaboub,178,70,France
S. Nwankwo,183,75,Nigeria
21 J. Rezabala,168,67,Ecuador
Luís Bastos,175,72,Portugal
M. Monzeglio,181,70,Uruguay
22 G. Gerzel,167,72,Argentina
A. Sotona,179,63,Republic of Ireland
22 T. Beelen,180,75,Netherlands
B. Chrisene,183,80,England
22 A. Zohouri,176,69,Côte d'Ivoire
Noel,182,68,Spain
T. Kofler,177,70,Austria
B. Kanuric,191,78,Austria
22 M. Taloverov,195,84,Ukraine
S. Flynn,181,68,Republic of Ireland
J. Arweiler,188,79,Germany
K. de Wit,175,65,Netherlands
22 D. Medina,176,70,Mexico
22 Arnau Ortiz,175,63,Spain
22 R. Cuéllar,170,61,Bolivia
Bastida,170,70,Spain
22 A. Peña,185,79,Mexico
G. Martins,180,70,India
22 M. Cantave,175,70,Haiti
C. Kipré,193,90,Côte d'Ivoire
B. Ametov,179,75,Germany
N. Popescu,187,75,Romania
J. Velasco,178,75,Bolivia
22 Antoniu Roca,167,63,Spain
Á. Meléndez,170,62,Colombia
J. Whatmough,190,82,England
C. Obando,178,78,Ecuador
F. Buonanotte,174,66,Argentina
22 B. Kershaw,178,77,England
22 Y. Gamero,175,68,Peru
M. Xantippe,183,70,France
H. Kessler,193,84,United States
A. Bedrane,185,82,Algeria
22 Iuri Tavares,191,80,Portugal
Alhagi Touray,193,82,Spain
S. Mischitz,175,60,Austria
M. Svoboda,195,85,Austria
20 Meléndez,178,66,Spain
22 D. Tchamba,191,79,Cameroon
22 Asier Córdoba,184,75,Spain
22 P. Baráth,185,78,Hungary
Diogo Pinto,175,63,Portugal
N. Tjoe-A-On,191,80,Netherlands
22 H. Yurtseven,172,63,Turkey
L. Gordon,183,75,Guyana
K. Manneh,172,66,Gambia
T. Smith,178,67,England
22 Barba,169,62,Spain
17 S. Squillaci,185,80,France
I. Davies,175,65,Wales
A. Aravena,177,78,Chile
L. González,174,66,Venezuela
22 M. Succar,184,76,Peru
K. Bauernfeind,193,79,Austria
S. Hidalgo,171,65,Argentina
D. Romero,177,68,Ecuador
21 Alfredo,169,59,Spain
R. Lobo,170,68,Argentina
22 A. Gutiérrez,170,68,Peru
J. Clarke-Salter,188,70,England
Collado,183,71,Spain
Pedro Ortiz,184,76,Spain
22 N. Nikolić,180,75,Bosnia and Herzegovina
22 T. Springett,182,70,Republic of Ireland
Álex Balboa,178,74,Equatorial Guinea
G. Ahadme,188,77,Morocco
22 A. Haloglu,188,79,Germany
21 Y. Tello,169,78,Peru
M. Ekpiteta,193,84,England
F. Andueza,189,80,Uruguay
M. Martin,180,72,Germany
A. Moustafa,168,63,Qatar
22 Z. Brunt,175,70,England
21 I. Kargbo Jr.,190,82,Belgium
R. Eyongo,191,76,Netherlands
22 K. Matsuzaki,172,70,Japan
L. Bury,184,77,France
A. Bettaieb,184,78,Tunisia
Comeras,176,69,Spain
22 Iker Unzueta,184,80,Spain
J. González,173,73,Paraguay
M. Helm,178,70,England
B. Ezeh,188,87,Germany
22 D. Rosales,170,70,Mexico
22 P. Gallardo,180,75,Peru
21 E. Metu,188,81,Austria
A. Paz,173,70,Bolivia
22 Pedro Vieira,190,75,Portugal
22 André Ricardo,178,72,Portugal
22 P. Kaloutsikidis,176,69,Greece
M. Fofana,170,60,Belgium
09 G. Varela,178,79,Uruguay
22 J. Saadi,191,87,Morocco
L. Hjelde,188,75,Norway
21 R. Cunningham,178,72,Scotland
D. Luna,179,66,Colombia
O. Solnørdal,175,72,Norway
S. Vargas,175,71,Paraguay
22 A. García,184,72,Mexico
20 R. Hepburn-Murphy,173,65,England
W. Kokolo,181,82,France
21 D. Whitehall,186,74,England
D. Pavlovic,179,78,Serbia
22 T. Bendianishvili,172,68,Georgia
22 T. Tuzlacik,176,70,Netherlands
21 R. Ortiz,165,61,Mexico
N. Phillips,190,84,England
21 J. Bakali,175,63,France
22 A. Badan,176,72,Italy
Y. Soumaré,173,55,France
22 I. Vidaurre,176,72,Bolivia
L. Günther,183,75,Germany
22 S. Arce,170,77,United States
F. Roggow,186,75,Germany
21 L. Falbo,180,75,Italy
18 M. Soumaré,175,71,Guinea
J. Enkerud,190,81,Norway
R. Balk,176,65,Netherlands
N. Holland,178,70,England
E. Hoxhallari,183,74,Albania
21 Zabarte,175,74,Spain
Marchena,180,75,Spain
A. Hopmark,192,88,Norway
W. Faghir,186,83,Denmark
22 I. Vázquez,174,69,Mexico
22 S. Eriksen,170,62,Norway
21 Fidalgo,172,68,Spain
De La Fuente,179,78,Spain
Carlos Beitia,185,77,Spain
A. Bahusayn,170,63,Saudi Arabia
D. Vraciu,185,74,Romania
21 J. Fabisch,178,71,Germany
F. Hornby,195,85,Scotland
T. Ness,180,74,Norway
B. Miovski,189,82,North Macedonia
B. Dominguez,172,67,Argentina
20 J. Cortés,183,72,Mexico
21 T. Brindley,180,70,Scotland
22 R. Luna,178,79,Argentina
22 L. Sanabria,175,72,Paraguay
22 P. Giannotti,170,66,Italy
J. Rak-Sakyi,178,73,England
A. Chibozo,172,68,Benin
M. Larsen,169,63,Denmark
Iker Bravo,182,75,Spain
J. Ceesay,193,80,Sweden
J. Evan's,180,70,France
21 W. Rickard,177,77,Wales
22 B. Alcócer,175,72,Venezuela
21 C. Díaz,174,68,Colombia
22 P. Banaszak,187,78,Poland
J. Bakke,186,71,Norway
22 Marc Echarri,190,78,Spain
22 Contreras,170,68,Spain
21 O. Rimmen,170,64,Denmark
R. Østrøm,188,80,Norway
R. Riza,183,77,Romania
22 C. Ibarra,175,70,Argentina
21 M. Holcbecher,185,73,Switzerland
A. Keita,189,82,United States
E. Colley,182,75,Gambia
L. Martínez Dupuy,178,70,Mexico
J. Singh,189,81,India
S. Keogh,176,72,Republic of Ireland
B. Öksüz,185,78,Turkey
22 L. Lokotsch,190,82,Germany
22 L. González,180,73,Paraguay
Juande,185,78,Spain
21 M. Duré,178,71,Paraguay
22 J. Velásquez,175,68,Mexico
22 J. Riasco,187,83,Venezuela
21 T. Reyners,170,63,Belgium
22 Jeon Jung Ho,171,62,Korea Republic
A. Lind,186,85,Denmark
22 H. Kida,171,59,Japan
22 João Pedro,185,78,Portugal
22 L. Giaccone,175,68,Argentina
H. Heggheim,187,75,Norway
22 K. Podliński,194,89,Poland
22 K. Torgersen,175,70,Norway
E. Vanspaul,170,68,India
K. Kostorz,187,79,Poland
22 V. Radonja,182,72,Bosnia and Herzegovina
22 Totti,181,74,Spain
M. Niang,189,75,Senegal
Álex Castroviejo,175,66,Spain
20 Y. El Kachati,180,70,Morocco
Jonatas Santos,176,65,Brazil
21 A. Duminică,180,78,Romania
Z. Bailey,170,60,United States
21 M. Fernández,183,75,Uruguay
L. Arriagada,184,73,Chile
21 M. Soisalo,179,76,Finland
22 Iñaki Recio,178,75,Spain
22 A. Ohata,168,65,Japan
22 S. Shopov,178,68,Bulgaria
M. Feliks,186,84,Poland
19 L. Morales,169,65,Bolivia
K. Al Ghannam,173,64,Saudi Arabia
22 M. Bezpalec,182,77,Czech Republic
N. Guinness-Walker,180,70,England
22 P. Yeboah,186,75,Ghana
G. Bordón,171,68,Paraguay
J. Sypek,180,74,Poland
21 S. Asoma,175,67,Belgium
22 L. Borges,183,82,Germany
N. Ohio,183,89,Netherlands
22 K. Cannavò,180,70,Italy
T. Bloxham,195,82,England
22 J. Fevrier,175,71,England
K. Chung,175,68,Canada
S. Kobusiński,181,78,Poland
C. Pastina,185,80,Italy
22 Adrián Turmo,174,70,Spain
G. Álvarez,184,72,Uruguay
N. Mickelson,185,80,Thailand
22 S. Vergara,178,87,Paraguay
K. Leavy,175,74,Republic of Ireland
B. Pereira,172,70,France
22 A. Tanimowo,176,73,England
J. McMaster,175,75,United States
Ł. Bejger,190,76,Poland
C. Bradley,181,71,Northern Ireland
10 M. Lewandowski,185,84,Poland
22 C. Montiel,178,74,Paraguay
T. Watanabe,186,76,Japan
B. Kone,172,70,Côte d'Ivoire
21 N. Dávila,176,70,Ecuador
C. Vidal,181,76,France
22 Pedro,198,89,Spain
F. Perruzzi,177,69,Argentina
K. Urbański,178,58,Poland
P. Sutter,172,72,Switzerland
15 A. Coulibaly,186,83,Mali
22 K. Gruszkowski,183,74,Poland
I. Karamoko,175,60,France
G. Piccinini,184,78,Italy
22 F. Monzón,185,79,Argentina
T. Charters,183,75,England
22 M. Lamti,196,79,Tunisia
22 R. Juárez,182,81,Mexico
A. Bakayoko,185,75,Côte d'Ivoire
22 N. Masevo,175,72,France
22 S. Faqihi,175,67,Saudi Arabia
M. Natta,175,70,Australia
Wallace,191,85,Brazil
T. Siersleben,187,80,Germany
21 R. Dogaru,180,75,Romania
M. Matras,193,88,Poland
22 M. Panaro,181,75,Argentina
22 Y. Yuzawa,167,60,Japan
22 V. Ingimundarson,181,70,Iceland
N. Valentini,187,74,Argentina
E. Sutherland,176,70,England
A. Descotte,180,76,Belgium
C. Talbot,175,74,Australia
J. Nowakowski,176,69,Poland
Y. Abdurisag,177,68,Qatar
A. Oyono,179,72,Gabon
21 I. El Harchi,189,78,Morocco
20 Fer Navarro,175,70,Spain
22 P. Bravo,190,79,Colombia
J. Žambůrek,175,61,Czech Republic
22 A. Valencia,175,61,Ecuador
21 L. Ruíz Díaz,175,73,Argentina
D. Iancu,180,63,Romania
O. Aydın,183,76,Turkey
M. Sulbarán,165,59,Venezuela
N. Kukanda,180,75,Germany
18 M. Smallcombe,172,64,Wales
22 D. Crisostomo,175,68,United States
22 Álex Oyón,171,65,Spain
22 J. Suzuki,183,76,Japan
21 N. S'rifi,175,71,Belgium
S. Ballet,184,80,Switzerland
21 S. Kulenović,190,83,Croatia
G. Vidović,180,75,Croatia
N. Jessen,182,73,Germany
22 F. Maguire,175,72,England
H. Dean,191,75,England
21 A. González,175,76,Paraguay
Raúl Blanco,174,65,Spain
21 F. Chaouat,185,77,Tunisia
L. Gutiérrez,180,74,Bolivia
D. Șerbănică,181,76,Romania
J. Simpson,190,83,England
K. Ehlers,186,84,Germany
22 José Urbina,175,65,Spain
T. Holmes,189,82,England
N. Ngcobo,189,79,South Africa
22 G. Touré,188,88,France
C. Özkacar,190,90,Turkey
R. Ndualu,180,80,Germany
22 M. Talent-Aryeetey,171,79,England
G. Mitoglou,195,85,Greece
22 L. Jakobi,177,70,Germany
P. Ayongo,178,64,Ghana
A. Al Saeed,171,70,Saudi Arabia
P. Scheder,184,77,Germany
22 Bubacar Djaló,188,83,Portugal
J. Meyer,181,73,Germany
L. Qamili,191,74,Albania
P. Glatzel,174,67,Germany
22 Enol Coto,174,71,Spain
Álvaro Santamaría,183,78,Spain
22 A. Mercado,180,77,Bolivia
21 R. Pedrozo,181,68,Paraguay
F. Rüth,187,83,Germany
D. Duffy,180,76,Republic of Ireland
L. Markmanrud,180,71,Norway
21 N. Babil,179,70,Ghana
22 J. Marchand,178,71,Mexico
R. Towler,187,77,England
P. Wiśniewski,194,91,Poland
20 Valín,178,69,Spain
21 M. Diatta,188,80,Senegal
22 J. Lencinas,184,80,Argentina
B. Tomiak,193,87,Germany
A. Sandoval,180,71,Bolivia
F. Pålerud,181,78,Norway
22 Carlos Dias,179,75,Brazil
22 D. Thiam,179,67,France
22 Á. Pérez,172,72,Uruguay
N. Pérez,186,75,Argentina
22 E. Quinteros,175,70,Argentina
G. Durbant,183,75,France
22 J. Gullan,183,73,Scotland
22 F. Kuruçuk,192,85,Turkey
M. Rundić,188,80,Serbia
J. Manzanilla,180,78,Venezuela
Fábio Tavares,180,70,Portugal
Shi Ke,182,81,China PR
22 F. Caicedo,175,78,Ecuador
20 M. Martínez,175,70,Colombia
M. Muntari,194,77,Qatar
22 K. Yamashita,184,75,Japan
N. Figueroa,184,75,Peru
22 D. Mejía,163,58,Colombia
22 K. Hovi,185,79,Finland
M. Diarra,181,71,Mali
C. Moros Gracia,183,79,Spain
22 T. Chacón,165,58,Uruguay
D. Scarlett,179,73,England
S. Temel,173,62,Turkey
M. Faßbender,188,78,Germany
21 Ö. Sert,172,67,Turkey
B. D'Altoe,182,76,Uruguay
22 J. Gallegos,176,74,United States
T. Müller,188,80,Germany
I. Olaofe,178,82,England
22 C. Gogoua,190,86,Côte d'Ivoire
S. Banks,183,74,Scotland
D. Nealis,181,79,United States
C. John,181,78,England
21 B. Petrović,181,77,Croatia
A. Konaté,179,66,France
A. Colassin,188,82,Belgium
22 Aguirre,180,75,Spain
S. Diakité,187,82,France
T. Rapnouil,188,68,France
F. Mendy,191,79,Senegal
J. Ekomié,179,73,Gabon
A. Mosór,184,82,Poland
22 D. Rezaeian,172,67,Poland
M. McGuinness,194,70,Republic of Ireland
22 Erik Rafael,179,73,Spain
22 Y. Oda,181,70,Japan
21 R. Janicki,170,62,Poland
Roderick Miranda,191,85,Portugal
22 L. Calzadilla,168,61,Mexico
22 E. Mirchev,185,80,Bulgaria
R. Labonne,180,76,France
I. Diabate,180,80,Côte d'Ivoire
21 D. Açka,179,69,Albania
22 J. Ideho,175,70,Netherlands
H. Mnoga,185,78,Tanzania
22 R. Ishida,176,71,Japan
P. Sejdiu,182,65,Sweden
21 R. Guachiré,180,78,Paraguay
S. Toloza,171,69,Argentina
I. Hien,191,90,Sweden
A. Cagnano,180,83,Italy
César Tárrega,193,78,Spain
21 P. Caro,178,76,Colombia
H. Guenouche,170,62,France
22 K. Fujimoto,179,71,Japan
J. Laporte,185,82,France
22 M. Morabet,177,70,Germany
22 S. Soto,183,75,United States
22 J. Ruvalcaba,180,63,United States
21 A. Pastorelli,175,71,Argentina
J. Melhado,178,70,England
21 B. Negro,182,81,Argentina
22 D. Magaña,172,70,Mexico
D. Coppola,192,78,Italy
21 D. Fernández,171,66,Paraguay
21 T. Rochat,181,69,Switzerland
G. Olzer,188,78,Italy
S. Castro,178,76,Argentina
22 M. Shereef,179,73,India
B. Bjarkason,180,68,Iceland
Loren Zúñiga,180,74,Spain
20 J. Hilario,162,62,Peru
22 M. Andric,180,73,Austria
22 E. Mejía,168,61,Ecuador
S. Akinyoola,173,60,Benin
M. Fornalczyk,177,70,Poland
Naim García,180,75,Spain
A. Rogel,190,84,Uruguay
21 Jia Meilin,180,83,China PR
J. March,175,71,England
Guilherme Ramos,191,82,Portugal
C. Okoli,191,91,Italy
20 J. Koorman,180,70,Netherlands
N. Pierozzi,184,75,Italy
21 M. Novick,171,65,Uruguay
W. Soleto,179,87,Bolivia
22 J. Alaca,179,75,Bolivia
N. Moriah-Welsh,172,70,Guyana
22 A. Livermore,174,70,Wales
R. Fay,168,71,Republic of Ireland
21 A. Blejdea,185,75,Romania
21 Ž. Medved,185,79,Slovenia
22 C. Herrmann,190,83,Germany
22 Q. Dumay,181,71,Netherlands
S. Soumano,182,75,Senegal
22 O. Noronha,181,64,Peru
I. Tolea,175,71,Romania
21 A. Tsague,177,77,France
22 S. Mokono,188,73,Netherlands
22 K. Patten,186,79,Wales
22 Vitao,185,75,Brazil
M. Schultz,183,79,Germany
C. Beltrán,187,77,Argentina
22 M. Rente,184,84,Germany
S. Owusu,176,75,Ghana
I. Krolo,189,76,Croatia
W. Nightingale,185,84,England
D. Johnson,178,82,England
José Marsà,183,68,Spain
21 Eduardo Mancha,187,80,Brazil
D. Paraschiv,178,76,Romania
K. Zohore,194,96,Denmark
22 V. Ayala,179,80,Paraguay
22 C. Makreckis,181,71,Latvia
J. Vale,183,70,Wales
22 J. Gho,178,76,Argentina
22 C. Núñez,167,63,Paraguay
T. Walbrecht,186,80,Germany
22 M. Chindriș,179,74,Romania
J. Frommann,188,80,Germany
A. Romero,180,78,Uruguay
22 F. Pizzichillo,177,70,Uruguay
M. Palomino,178,67,United States
Carlos Domínguez,187,71,Spain
19 R. Durán,185,71,Mexico
M. Navarro,173,66,Venezuela
22 I. Jagne,180,75,Sweden
21 M. Fuentes,183,77,Venezuela
22 Alex Nascimento,189,81,Brazil
21 M. Reátegui,188,85,Peru
22 P. Hannola,184,79,Finland
22 S. Sané,187,86,Germany
N. Agrafiotis,191,80,Serbia
J. Flores,177,69,Bolivia
21 D. Linárez,172,57,Venezuela
A. Vukanović,189,81,Serbia
22 Cornago,166,60,Spain
K. Tobers,189,75,Latvia
22 D. Gallimore,185,80,England
N. Bonfanti,178,75,Italy
F. Seiwald,188,72,Austria
L. Everink,179,76,Netherlands
21 E. Saba,180,72,Peru
J. Portales,194,88,Peru
A. Demirol,184,77,Sweden
22 M. Benítez,170,69,Argentina
22 Y. Van den Bossche,175,70,Belgium
J. De Los Santos,174,72,Uruguay
22 J. Paredes,176,78,Ecuador
M. Bastian,173,65,France
22 I. Galván,177,65,Argentina
20 M. Lorenc,189,78,Poland
O. Ngom,184,75,France
S. Fernandes,174,70,India
A. Hegazi,193,88,Egypt
A. Rajamohan,184,79,Sweden
22 J. Álvez,173,68,Uruguay
16 E. Sinclair,182,72,England
22 E. Rabanal,177,78,Peru
A. Beck,183,70,Denmark
Eduardo Quaresma,184,76,Portugal
V. Göransson,175,68,Sweden
22 M. Amissi,173,70,Burundi
21 J. Lugo,184,84,Ecuador
21 M. Seyhan,177,81,Turkey
C. Çanak,175,65,Belgium
L. Cross,173,70,England
M. Robberechts,177,70,Belgium
J. Marabel,182,85,Paraguay
J. Cruz,168,69,Chile
22 C. Norton,175,70,Wales
22 C. Hulme,170,65,England
22 E. Uzun,176,68,Turkey
C. Goode,196,75,England
J. Atencio,185,79,United States
21 Emilio Estevez,170,65,Chinese Taipei
22 Guillem Molina,183,71,Spain
D. Ontužāns,182,74,Latvia
K. Slor,181,77,Netherlands
22 O. Schmitt,180,73,Germany
21 Dong Yi,177,68,China PR
G. Giménez,176,74,Paraguay
21 J. Vargas,161,59,Venezuela
M. Viltard,176,68,France
Gonçalo Costa,178,68,Portugal
T. Flanagan,188,76,Northern Ireland
21 M. Karlsbakk,180,70,Norway
21 J. Abdala,170,70,Chile
E. Alfonso,173,73,Paraguay
J. MacKenzie,191,65,Scotland
22 M. Ferreira,174,66,Uruguay
22 E. Özkayımoğlu,185,70,Turkey
21 I. Yüksek,183,77,Turkey
22 K. Fidelis,177,75,Nigeria
Serginho,181,70,Portugal
R. Ivanov,197,85,Finland
D. Duarte,176,78,Paraguay
A. Al Samtai,172,70,Saudi Arabia
21 Jiang Pengfei,190,87,China PR
13 R. Amessan,177,68,Côte d'Ivoire
C. Üstündag,170,61,Austria
L. Montsma,191,84,Netherlands
22 C. Goddard,178,65,Japan
22 F. Peraza,184,78,Uruguay
I. Khan,170,62,India
Guilherme Garutti,192,86,Brazil
J. Affamah,175,70,France
I. Touré,204,75,France
A. Dama,173,69,Turkey
J. Mendes,177,75,Sweden
S. Müller,180,78,Germany
L. Schäfer,188,79,Germany
U. Eneme-Ella,184,75,Gabon
16 R. Thompson,174,76,England
D. Jefferies,179,78,Wales
20 E. Yao,182,76,Côte d'Ivoire
H. Diarra,179,74,France
22 N. Wassberg,178,60,Norway
K. Testud,180,66,France
J. Worrall,190,90,England
22 K. Haneda,185,80,Japan
E. Poku,173,63,Netherlands
22 N. Arai,173,73,Japan
Barbero,186,78,Spain
21 Felipe Micael,178,67,Brazil
21 A. Polar,165,58,Peru
22 F. Paschke,180,72,Germany
S. Khan,188,76,Gambia
K. Sildillia,186,76,France
D. Hadžikadunić,190,81,Bosnia and Herzegovina
K. Fernández,177,81,Paraguay
21 Javi Llario,178,73,Spain
20 N. Varotto,182,75,Italy
M. Broholm,176,69,Norway
Rahul KP,167,64,India
21 R. Ruiz Díaz,184,79,Paraguay
22 Han Ho Gang,184,80,Korea Republic
21 M. Al Sagour,176,64,Saudi Arabia
L. Kehl,171,70,Germany
20 A. Tribuzzi,183,76,Italy
D. Salihovic,178,71,Sweden
22 Maga,174,58,Portugal
S. Wangjam,166,65,India
21 L. Tablada,175,74,Argentina
Andrés Caro,185,71,Spain
D. Angleberger,179,74,Germany
E. Becirovic,181,76,Sweden
21 K. Sieracki,178,73,Poland
L. Sandgrav,184,70,Denmark
22 M. Hidaka,176,72,Japan
J. Herrera,181,81,Bolivia
R. van Ekeris,180,75,Netherlands
B. Armoa,171,69,Paraguay
15 C. Özkara,189,80,Turkey
22 B. Abdallah,176,62,France
22 K. Suárez,176,72,Colombia
C. Burgess,196,84,England
R. Williams,195,76,England
22 T. Wright,179,72,Republic of Ireland
J. Dubasin,180,75,Belgium
F. Stojilković,186,80,Switzerland
21 A. Páez,182,71,Venezuela
T. Sparrow,177,74,Wales
O. Hammond,179,64,England
21 Gabriel Marques,184,79,Brazil
R. Williams,188,80,England
21 R. Febres,184,80,Venezuela
P. Schulz,185,80,Germany
22 I. Neira,182,74,Uruguay
22 S. Mather,180,65,England
N. Kutateladze,184,71,Georgia
J. Mendieta,174,73,Peru
22 I. Ștefan,183,73,Romania
22 A. Damdam,170,64,Saudi Arabia
S. Álvarez,189,77,Bolivia
22 J. Castillo,179,66,Mexico
Yellu Santiago,192,75,Spain
John Donald,183,77,Spain
22 E. Abreu,167,60,Venezuela
G. Chávez,180,74,Peru
22 M. Cabral,175,68,Bolivia
D. Oroz,192,75,Croatia
21 B. Babati,176,68,Hungary
E. Özkan,178,68,Sweden
21 Ekhi Bravo,180,75,Spain
22 D. Wilkins,181,65,New Zealand
G. Di Serio,182,78,Italy
22 O. Sowe,183,77,Gambia
B. Pachito,174,70,Ecuador
Kim Bong Soo,183,78,Korea Republic
C. Thiam,178,77,England
H. Delbridge,193,90,Australia
22 M. León,174,62,Chile
G. Molloy,183,77,Republic of Ireland
21 T. Leoni,180,70,Belgium
21 G. Gómez,185,85,Paraguay
22 João Miguel,189,80,Portugal
22 I. Sosa,175,67,Uruguay
22 B. Çetin,183,75,Turkey
G. Castillo,179,74,Uruguay
21 M. Caseras,168,63,Uruguay
22 J. Armson,180,78,Australia
A. Basenach,182,70,Germany
M. Welch-Hayes,180,77,England
15 A. Bani Yaseen,184,80,Jordan
22 J. Toledo,183,80,Uruguay
B. Ince,181,72,Turkey
S. Guidotti,185,75,Switzerland
22 R. Del Campo,185,79,Switzerland
A. Iliev,189,78,Bulgaria
22 M. LaGrassa,182,79,United States
K. Sezonienko,190,80,Poland
T. Le Normand,180,76,France
M. Obedeanu,178,69,Romania
22 R. Grego-Cox,174,65,Republic of Ireland
22 B. Diarra,174,63,France
A. Nankishi,178,76,Germany
M. Di Benedetto,184,80,Argentina
Alan Godoy,178,70,Spain
21 M. Thiel,175,67,Germany
J. Davison,188,79,England
